X1,D.ananassae,D.arizonae,D.biarmipes,D.bipectinata,D.busckii,D.elegans,D.erecta,D.eugracilis,D.ficusphila,D.grimshawi,D.hydei,D.kikkawai,D.melanogaster,D.miranda,D.mojavensis,D.navojoa,D.novamexicana,D.obscura,D.persimilis,D.pseudoobscura,D.rhopaloa,D.sechellia,D.serrata,D.simulans,D.suzukii,D.takahashii,D.virilis,D.willistoni,D.yakuba
OG0011028,XP_001960142.1,XP_017867180.1,XP_016947622.1,XP_017094359.1,XP_017839857.1,XP_017125353.1,XP_026836873.1,XP_017079272.1,XP_017049944.1,XP_001987640.1,XP_023179608.1,XP_017019986.1,NP_477414.1,XP_017148327.1,XP_002005363.1,XP_017960776.1,XP_030557829.1,XP_022224018.1,XP_002017596.1,XP_001361786.1,XP_016976176.1,XP_002034353.1,XP_020800546.1,XP_016028282.1,XP_016930468.1,XP_016999248.1,XP_002050608.1,XP_002066187.1,XP_002092018.1
OG0011029,XP_001960143.1,XP_017867169.1,XP_016947621.1,XP_017094358.1,XP_017839856.1,XP_017125352.1,XP_001974580.1,XP_017079271.1,XP_017049943.1,XP_001987639.1,XP_023179607.2,XP_017019985.1,NP_477413.1,XP_017148324.1,XP_002005364.1,XP_017960764.1,XP_030557827.1,XP_022224017.1,XP_002017597.1,XP_001361785.1,XP_016976175.1,XP_002034352.1,XP_020800544.1,XP_002081989.1,XP_016930467.1,XP_016999247.1,XP_002050607.1,XP_002066186.1,XP_002092019.1
OG0011030,XP_001960150.1,XP_017868328.1,XP_016947436.1,XP_017094286.1,XP_017837257.1,XP_017125186.1,XP_001974574.1,XP_017078964.1,XP_017049747.1,XP_001987632.1,XP_023179598.1,XP_017019891.1,NP_611264.2,XP_017148506.1,XP_002005373.1,XP_017961971.1,XP_030558650.1,XP_022227019.1,XP_002017605.1,XP_001361780.1,XP_016976162.1,XP_002034345.1,XP_020817227.1,XP_002081982.1,XP_016929809.1,XP_016999231.1,XP_002050600.1,XP_002074920.1,XP_002092026.1
OG0011031,XP_001960152.1,XP_017857901.1,XP_016947642.1,XP_017094306.1,XP_017835114.1,XP_017125175.1,XP_001974572.1,XP_017079428.1,XP_017049999.1,XP_001988446.1,XP_023173111.2,XP_017020013.1,NP_611263.1,XP_017148505.1,XP_002003195.1,XP_030239104.1,XP_030557274.1,XP_022227017.1,XP_002017607.1,XP_001361778.2,XP_016976170.1,XP_002034343.2,XP_020817538.1,XP_016028278.1,XP_016930384.1,XP_016999249.1,XP_002052553.1,XP_002074922.2,XP_002092028.1
OG0011032,XP_001960175.1,XP_017867606.1,XP_016947862.1,XP_017094121.1,XP_017839601.1,XP_017125387.1,XP_001974552.1,XP_017078087.1,XP_017049731.1,XP_001987238.1,XP_023167446.1,XP_017020020.1,NP_611243.1,XP_017148863.1,XP_002005985.1,XP_017958662.1,XP_030554086.1,XP_022226992.1,XP_002018390.1,XP_001361194.1,XP_016976159.1,XP_002034323.1,XP_020817278.1,XP_002081958.2,XP_016927796.1,XP_016994671.1,XP_002049862.1,XP_002063900.1,XP_002092048.1
OG0011033,XP_001960184.1,XP_017866779.1,XP_016947579.1,XP_017094015.1,XP_017836083.1,XP_017124333.1,XP_001974543.2,XP_017079118.1,XP_017050003.1,XP_001987246.1,XP_023167318.1,XP_017027603.1,NP_725699.1,XP_017148572.1,XP_002005993.1,XP_030244931.1,XP_030565069.1,XP_022231816.1,XP_002018399.1,XP_001361201.2,XP_016976450.1,XP_002034316.1,XP_020799709.1,XP_002081947.2,XP_016927838.1,XP_016994606.1,XP_002049854.1,XP_002061026.1,XP_002092057.1
OG0011034,XP_001960185.1,XP_017866777.1,XP_016947578.1,XP_017094014.1,XP_017836082.1,XP_017124332.1,XP_001974542.1,XP_017079117.1,XP_017050002.1,XP_001987247.1,XP_023167317.1,XP_017027602.1,NP_611237.2,XP_017148574.1,XP_002005994.1,XP_030244930.1,XP_030565057.1,XP_022231815.1,XP_002018400.1,XP_001361202.1,XP_016976449.1,XP_002034315.1,XP_020799697.1,XP_002081946.1,XP_016927837.1,XP_016994604.1,XP_002049853.1,XP_002061025.1,XP_002092058.1
OG0011035,XP_001960197.1,XP_017865053.1,XP_016968120.1,XP_017094157.1,XP_017836666.1,XP_017123708.1,XP_001975160.1,XP_017077141.1,XP_017045171.1,XP_001986386.2,XP_023167250.2,XP_017037198.1,NP_611644.1,XP_017149296.1,XP_002005932.1,XP_017958695.1,XP_030561136.1,XP_022233421.1,XP_002026644.1,XP_001362060.2,XP_016990597.1,XP_002039867.1,XP_020800242.1,XP_016029035.1,XP_016929586.1,XP_016999523.1,XP_002049912.1,XP_002062784.1,XP_002092379.1
OG0011036,XP_001960202.1,XP_017867701.1,XP_016947253.1,XP_017094104.1,XP_017839529.1,XP_017124529.1,XP_001974533.1,XP_017078969.1,XP_017049863.1,XP_001985728.1,XP_030082043.1,XP_017027368.1,NP_611232.1,XP_017146136.1,XP_002006858.1,XP_017960449.1,XP_030567658.1,XP_022225751.1,XP_002016207.1,XP_001360630.2,XP_016976535.1,XP_002034306.1,XP_020818150.1,XP_002081936.1,XP_016928827.1,XP_016994525.1,XP_002049166.1,XP_002063428.1,XP_002092066.1
OG0011037,XP_001960228.1,XP_017865736.1,XP_016947294.1,XP_017096792.1,XP_017839400.1,XP_017121305.1,XP_026836190.1,XP_017078843.1,XP_017054180.1,XP_001995428.1,XP_023171203.1,XP_017018878.1,NP_611601.2,XP_017149081.1,XP_002006926.1,XP_017960181.1,XP_030557673.1,XP_022222980.1,XP_002015840.1,XP_001360372.1,XP_016977131.1,XP_002039800.1,XP_020800213.1,XP_002082522.1,XP_016929745.1,XP_016996543.1,XP_002058867.1,XP_002061059.2,XP_002091495.1
OG0011038,XP_001960231.1,XP_017865269.1,XP_016947730.1,XP_017096801.1,XP_017836460.1,XP_017121212.1,XP_001975094.1,XP_017079313.1,XP_017054335.1,XP_001995363.1,XP_023168678.1,XP_017018970.1,NP_611604.1,XP_017149082.1,XP_002005683.1,XP_017961020.1,XP_030563491.1,XP_022223017.1,XP_002015838.1,XP_001360371.1,XP_016977368.1,XP_002039803.1,XP_020800167.1,XP_016028967.1,XP_016927617.1,XP_016996575.1,XP_002048935.1,XP_002061063.1,XP_002091493.1
OG0011039,XP_001960235.1,XP_017865278.1,XP_016947737.1,XP_017096806.1,XP_017839543.1,XP_017120948.1,XP_015012731.1,XP_017079336.1,XP_017054357.1,XP_032596882.1,XP_023168802.2,XP_017035974.1,NP_001163242.1,XP_017149847.1,XP_015019381.1,XP_017959365.1,XP_030563365.1,XP_022223025.1,XP_026841310.1,XP_015039274.1,XP_016977366.1,XP_032571010.1,XP_020812794.1,XP_016028970.1,XP_016930583.1,XP_016996571.1,XP_015030374.1,XP_023037772.1,XP_015052718.1
OG0011041,XP_001960282.1,XP_017866548.1,XP_016947191.1,XP_017096742.1,XP_017835350.1,XP_017123701.1,XP_001975145.1,XP_017078747.1,XP_017045211.1,XP_001986403.2,XP_023167282.1,XP_017037080.1,NP_611633.2,XP_017148576.1,XP_002005948.1,XP_030244676.1,XP_030572892.1,XP_022230527.1,XP_002018047.1,XP_001361698.2,XP_016980654.1,XP_002039852.1,XP_020800178.1,XP_016029012.1,XP_016929507.1,XP_016996764.1,XP_002049896.1,XP_002063954.3,XP_002091442.2
OG0011042,XP_001960371.1,XP_017866359.1,XP_016957935.1,XP_017096645.1,XP_017838976.1,XP_017120447.1,XP_001975441.2,XP_017078625.1,XP_017049648.1,XP_001987682.1,XP_023162919.1,XP_017019912.1,NP_611071.1,XP_017147193.1,XP_002005322.1,XP_017961260.1,XP_030558487.1,XP_022230009.1,XP_002026411.2,XP_001362023.2,XP_016985296.1,XP_002034042.2,XP_020801335.1,XP_002081692.1,XP_016940816.1,XP_017010315.1,XP_002050649.2,XP_002066129.1,XP_002092298.1
OG0011043,XP_001960372.1,XP_017866358.1,XP_016957934.1,XP_017096643.1,XP_017838975.1,XP_017120446.1,XP_001975442.1,XP_017078624.1,XP_017049647.1,XP_001987681.1,XP_023162918.1,XP_017019910.1,NP_611070.1,XP_017147191.1,XP_032586487.1,XP_017961259.1,XP_030558486.1,XP_022230007.1,XP_026841457.1,XP_001362024.2,XP_016985294.1,XP_002034041.1,XP_020801334.1,XP_002081691.1,XP_016940815.1,XP_017010314.1,XP_002050648.1,XP_002066128.1,XP_002092299.1
OG0011044,XP_001960389.1,XP_017866401.1,XP_016947773.1,XP_017096790.1,XP_017835823.1,XP_017125133.1,XP_001976670.1,XP_017070515.1,XP_017045207.1,XP_001986750.1,XP_023162641.2,XP_017022424.1,NP_523855.1,XP_017147655.1,XP_002004615.1,XP_017960886.1,XP_030560006.1,XP_022228743.1,XP_002018420.1,XP_001361217.1,XP_016974353.1,XP_002043127.1,XP_020814938.1,XP_002083030.1,XP_016929802.1,XP_017010474.1,XP_002048865.1,XP_002062948.1,XP_002092891.1
OG0011045,XP_001960419.1,XP_017865100.1,XP_016947884.1,XP_017096602.1,XP_017836371.1,XP_017120237.1,XP_001976699.1,XP_017070425.1,XP_017045164.1,XP_032590089.1,XP_023179609.1,XP_017018915.1,NP_611983.2,XP_017148605.1,XP_002005334.1,XP_017961749.1,XP_030557791.1,XP_022224541.1,XP_002015677.1,XP_001360263.2,XP_016981373.1,XP_002043156.1,XP_020808152.1,XP_002083057.1,XP_016930212.1,XP_017010440.1,XP_002050636.1,XP_002061427.1,XP_002092919.1
OG0011046,XP_001960440.1,XP_017868255.1,XP_016946495.1,XP_017096450.1,XP_017836121.1,XP_017120036.1,XP_001976720.1,XP_017070113.1,XP_017044932.1,XP_032596944.1,XP_023163068.2,XP_017018789.1,NP_523863.1,XP_017150406.1,XP_002006633.1,XP_017961990.1,XP_030563539.1,XP_022222934.1,XP_002018315.1,XP_001361149.1,XP_016977248.1,XP_002043173.2,XP_020803552.1,XP_002083072.1,XP_016928057.1,XP_017010349.1,XP_002048974.1,XP_002063072.1,XP_002092937.1
OG0011048,XP_001960469.1,XP_017867913.1,XP_016958594.1,XP_017090315.1,XP_017839657.1,XP_017120332.1,XP_001975479.2,XP_017079106.1,XP_017040581.1,XP_001995097.1,XP_023163351.1,XP_017033459.1,NP_788357.1,XP_017145723.1,XP_002006683.1,XP_017962167.1,XP_030554127.1,XP_022228453.1,XP_026842008.1,XP_001362084.1,XP_016985379.1,XP_002034004.2,XP_020801187.1,XP_002081652.2,XP_016940953.1,XP_016996613.1,XP_002049349.2,XP_002068778.1,XP_002092338.2
OG0011049,XP_001960471.1,XP_017867915.1,XP_016958725.1,XP_017090345.1,XP_017836228.1,XP_017120419.1,XP_001975481.1,XP_017079254.1,XP_017040593.1,XP_001995098.1,XP_023163353.1,XP_017033146.1,NP_611051.2,XP_017147249.1,XP_002006682.1,XP_017961652.1,XP_030554396.1,XP_022228461.1,XP_002026686.1,XP_001362086.1,XP_016985401.1,XP_002034001.1,XP_020801043.1,XP_002081649.1,XP_016940472.1,XP_016996610.1,XP_002049350.1,XP_002068779.1,XP_002092342.1
OG0011050,XP_001960504.1,XP_017866296.1,XP_016968401.1,XP_017106121.1,XP_017835665.1,XP_017123090.1,XP_001976150.1,XP_017079379.1,XP_017054022.1,XP_001995057.1,XP_023159916.1,XP_017027456.1,NP_610628.2,XP_017146595.1,XP_002006721.1,XP_017959075.1,XP_030554703.1,XP_022230699.1,XP_002017841.1,XP_001360936.2,XP_016975316.1,XP_002033314.1,XP_020799623.1,XP_016026974.1,XP_016930553.1,XP_017012637.1,XP_002049309.1,XP_002063882.1,XP_002090348.2
OG0011051,XP_001960513.2,XP_017865099.1,XP_016957424.1,XP_017106113.1,XP_017837193.1,XP_017123429.1,XP_001975889.1,XP_017078511.1,XP_017053928.1,XP_001987652.1,XP_023179624.2,XP_017027040.1,NP_610797.1,XP_017146167.1,XP_002005351.2,XP_017959452.1,XP_030557728.1,XP_022232570.1,XP_002028444.1,XP_001361417.1,XP_016972288.1,XP_002033581.1,XP_020805517.1,XP_002081214.1,XP_016943283.1,XP_017008526.1,XP_002050620.1,XP_002074583.1,XP_002091031.1
OG0011052,XP_001960522.1,XP_017865778.1,XP_016957708.1,XP_017106224.1,XP_017838676.1,XP_017123373.1,XP_001975877.1,XP_017078650.1,XP_017054144.1,XP_032599479.1,XP_023162180.2,XP_017027737.1,NP_001027413.1,XP_017145871.1,XP_002005450.1,XP_017959748.1,XP_030557710.1,XP_022227786.1,XP_002015655.1,XP_001360247.2,XP_016968891.1,XP_002033593.1,XP_020806220.1,XP_016027227.1,XP_016942929.1,XP_017008522.1,XP_002050748.1,XP_002061305.3,XP_002091018.1
OG0011053,XP_001960532.1,XP_017868624.1,XP_016958772.1,XP_017106183.1,XP_017835887.1,XP_017125421.1,XP_001976027.1,XP_017069494.1,XP_017049968.1,XP_001994988.1,XP_023160030.2,XP_017020131.1,NP_610705.1,XP_017149107.1,XP_002006808.1,XP_017961850.1,XP_030554667.1,XP_022222673.1,XP_002026033.1,XP_001361816.1,XP_016985870.1,XP_002033438.1,XP_020800647.1,XP_016027054.1,XP_016930537.1,XP_017011026.1,XP_002049220.1,XP_002068702.1,XP_002091169.1
OG0011054,XP_001960533.1,XP_017868626.1,XP_016958773.1,XP_017106186.1,XP_017835888.1,XP_017125426.1,XP_001976028.1,XP_017069496.1,XP_017049970.1,XP_001994987.1,XP_023160033.1,XP_017020134.1,NP_001097276.1,XP_017149110.1,XP_002006809.1,XP_017961854.1,XP_030554668.1,XP_022222677.1,XP_002026034.1,XP_002138907.2,XP_016985872.1,XP_002033437.1,XP_020800650.1,XP_002081080.1,XP_016930540.1,XP_017011027.1,XP_002049219.1,XP_002068703.1,XP_002091170.1
OG0011057,XP_001960602.1,XP_017864760.1,XP_016967786.1,XP_017108480.1,XP_017835601.1,XP_017124843.1,XP_001975288.1,XP_017077661.1,XP_017049229.1,XP_001995407.1,XP_023164222.1,XP_017024365.1,NP_611168.2,XP_017147731.1,XP_002006626.2,XP_017958574.1,XP_030563319.1,XP_022226228.1,XP_026841958.1,XP_001360787.2,XP_016988796.1,XP_002034203.1,XP_020804733.1,XP_002081840.2,XP_016928246.1,XP_016999472.1,XP_002048983.1,XP_002063651.1,XP_002092507.1
OG0011062,XP_001960614.1,XP_017867890.1,XP_016968357.1,XP_017108503.1,XP_017839554.1,XP_017125289.1,XP_001975300.1,XP_017078139.1,XP_017044724.1,XP_001986060.1,XP_023173513.1,XP_017024520.1,NP_523765.1,XP_017146948.1,XP_002006071.1,XP_030244467.1,XP_030558010.1,XP_022230252.1,XP_002018504.1,XP_002136633.1,XP_016988811.1,XP_002034189.1,XP_020801721.1,XP_002081828.1,XP_016930338.1,XP_017001945.1,XP_032292907.1,XP_002063637.1,XP_002092153.1
OG0011065,XP_001960641.1,XP_017868057.1,XP_016968140.1,XP_017108334.1,XP_017838316.1,XP_017125028.1,XP_001975327.1,XP_017078751.1,XP_017044643.1,XP_001995297.1,XP_023160621.1,XP_017024395.1,NP_477262.1,XP_017150285.1,XP_002006597.1,XP_017959789.1,XP_030566385.1,XP_022225238.1,XP_026841767.1,XP_001362046.2,XP_016971922.1,XP_002034161.1,XP_020811608.1,XP_002081803.1,XP_016929282.1,XP_017012161.1,XP_002049016.1,XP_002061047.2,XP_002092180.1
OG0011066,XP_001960662.2,XP_017864782.1,XP_016953068.1,XP_017107987.1,XP_017835474.1,XP_017124408.1,XP_001976576.2,XP_017070141.1,XP_017044950.1,XP_032591446.1,XP_023171144.1,XP_017016901.1,NP_611903.1,XP_017146172.1,XP_002006892.1,XP_017958611.1,XP_030554437.1,XP_022232709.1,XP_002026374.1,XP_001361995.2,XP_016974734.1,XP_032571760.1,XP_020804647.1,XP_002082939.1,XP_016928245.1,XP_017007914.1,XP_032293005.1,XP_023032087.1,XP_002092796.1
OG0011068,XP_001960706.1,XP_017867790.1,XP_016968236.1,XP_017094291.1,XP_017836199.1,XP_017133201.1,XP_001975659.1,XP_017069096.1,XP_017061466.1,XP_001987725.1,XP_023165205.1,XP_017022263.1,NP_610944.1,XP_017146532.1,XP_002005397.1,XP_017958781.1,XP_030558211.1,XP_022231501.1,XP_002025955.2,XP_002138938.2,XP_016973705.1,XP_002033816.1,XP_020815203.1,XP_016027578.1,XP_016927879.1,XP_016993295.1,XP_002050693.1,XP_002061334.2,XP_002091283.1
OG0011069,XP_001960729.3,XP_017864850.1,XP_016946788.1,XP_017094045.1,XP_017835559.1,XP_017132968.1,XP_001975637.1,XP_017068820.1,XP_017061308.1,XP_001987816.2,XP_023172725.1,XP_017022292.1,NP_610959.2,XP_017146213.1,XP_002005089.1,XP_017961968.1,XP_030561623.1,XP_022225123.1,XP_002016073.2,XP_002138338.2,XP_016979709.1,XP_002033839.1,XP_020814837.1,XP_002081495.1,XP_016928421.1,XP_016997971.1,XP_032291710.1,XP_023030552.1,XP_002091307.1
OG0011070,XP_001960737.1,XP_017868408.1,XP_016946859.1,XP_017094130.1,XP_017838758.1,XP_017133126.1,XP_001975625.1,XP_017069033.1,XP_017039174.1,XP_001995155.1,XP_023168735.2,XP_017024819.1,NP_001303349.1,XP_017147945.1,XP_002005644.2,XP_017962271.1,XP_030554363.1,XP_022229287.1,XP_002016157.1,XP_001360594.1,XP_016979713.1,XP_002033854.1,XP_020817281.1,XP_002081508.1,XP_016930415.1,XP_016997976.1,XP_002049410.1,XP_002074835.1,XP_002091319.1
OG0011071,XP_001960742.2,XP_017867649.1,XP_016947143.1,XP_017094235.1,XP_017837559.1,XP_017133138.1,XP_001975622.1,XP_017069035.1,XP_017039241.1,XP_001985996.2,XP_023173510.1,XP_017024732.1,NP_725399.1,XP_017150695.1,XP_002006134.1,XP_030244557.1,XP_030554324.1,XP_022229294.1,XP_002016162.1,XP_001360598.2,XP_016979729.1,XP_032570532.1,XP_020800774.1,XP_002081512.1,XP_016927781.1,XP_016998008.1,XP_002049710.2,XP_002063752.2,XP_002091323.1
OG0011072,XP_001960745.2,XP_017868856.1,XP_016947499.1,XP_017094139.1,XP_017836105.1,XP_017125436.1,XP_001974528.1,XP_017078366.1,XP_017049693.1,XP_001986035.1,XP_023173469.1,XP_017027304.1,NP_523773.1,XP_017146139.1,XP_002006092.1,XP_030244277.1,XP_030559206.1,XP_022225804.1,XP_002016202.1,XP_001360625.1,XP_016976515.1,XP_002034300.1,XP_020800051.1,XP_002081931.1,XP_016928554.1,XP_016994659.1,XP_002049750.1,XP_002063422.2,XP_002092072.1
OG0011073,XP_001960766.1,XP_017868883.1,XP_016946581.1,XP_017090890.1,XP_017836472.1,XP_017133205.1,XP_001975607.1,XP_017068743.1,XP_017039096.1,XP_001995012.1,XP_023160026.2,XP_017024426.1,NP_610974.1,XP_017145978.1,XP_002006772.1,XP_017959088.1,XP_030554628.1,XP_022225794.1,XP_002016175.2,XP_001360609.2,XP_016979696.1,XP_002033873.1,XP_020803463.1,XP_002081526.1,XP_016928107.1,XP_016997959.1,XP_002049257.1,XP_002062766.1,XP_002091337.1
OG0011074,XP_001960767.1,XP_017867607.1,XP_016947670.1,XP_017090884.1,XP_017839602.1,XP_017133196.1,XP_001975609.1,XP_017069501.1,XP_017039095.1,XP_001987237.1,XP_023167447.1,XP_017024594.1,NP_652037.1,XP_017150420.1,XP_002005983.2,XP_030245763.1,XP_030554098.1,XP_022225767.1,XP_002016174.1,XP_001360608.2,XP_016979761.1,XP_002033871.1,XP_020817243.1,XP_002081524.1,XP_016927694.1,XP_016998023.1,XP_002049863.1,XP_002062764.1,XP_002091335.1
OG0011075,XP_001960776.1,XP_017867144.1,XP_016953000.1,XP_017090924.1,XP_017835523.1,XP_017114722.1,XP_001976277.1,XP_017078825.1,XP_017053701.1,XP_032590664.1,XP_030081028.1,XP_017024396.1,NP_611708.2,XP_017146491.1,XP_002005139.2,XP_017958424.1,XP_030572447.1,XP_022231893.1,XP_026842881.1,XP_001360493.3,XP_016980895.1,XP_002039955.2,XP_020799585.1,XP_002082661.1,XP_016927398.1,XP_017004315.1,XP_002050242.2,XP_002063322.2,XP_002092122.1
OG0011077,XP_001960788.1,XP_017866901.1,XP_016953556.1,XP_017090984.1,XP_017839384.1,XP_017114770.1,XP_001976293.1,XP_017079131.1,XP_017054298.1,XP_001987753.1,XP_023177853.1,XP_017024862.1,NP_726243.1,XP_017149819.1,XP_002005159.1,XP_017961732.1,XP_030568796.1,XP_022227589.1,XP_002016039.1,XP_001360504.1,XP_016976554.1,XP_002039970.1,XP_020799238.1,XP_016029131.1,XP_016930209.1,XP_017003085.1,XP_002050260.1,XP_002063305.1,XP_002092136.1
OG0011078,XP_001960810.1,XP_017866364.1,XP_016953492.1,XP_017090975.1,XP_017836675.1,XP_017132104.1,XP_001976317.2,XP_017079308.1,XP_017054369.1,XP_001986286.1,XP_023165207.2,XP_017024632.1,NP_611735.1,XP_017146081.1,XP_002005391.2,XP_017958711.1,XP_030558275.1,XP_022221655.1,XP_002025934.2,XP_001361895.3,XP_016991209.1,XP_002039994.2,XP_020802742.1,XP_002082697.2,XP_016930512.1,XP_017003049.1,XP_032292559.1,XP_023032572.1,XP_002092526.2
OG0011079,XP_001960833.1,XP_017867934.1,XP_016946501.1,XP_017096818.1,XP_017838348.1,XP_017111580.1,XP_001976338.1,XP_017077535.1,XP_017054413.1,XP_001985750.1,XP_023171134.2,XP_017038486.1,NP_611750.1,XP_017150283.1,XP_002006884.2,XP_017961736.1,XP_030554217.1,XP_022226090.1,XP_002015751.1,XP_001360309.1,XP_016972810.1,XP_002040018.1,XP_020799672.1,XP_002082718.1,XP_016927803.1,XP_017003565.1,XP_002049434.1,XP_002062718.2,XP_002092548.1
OG0011080,XP_001960847.1,XP_017868748.1,XP_016967768.1,XP_017096520.1,XP_017835274.1,XP_017120044.1,XP_001969116.1,XP_017066492.1,XP_017044919.1,XP_001986760.1,XP_023162727.1,XP_017027050.1,NP_523670.2,XP_017145875.1,XP_002004604.1,XP_017960441.1,XP_030560505.1,XP_022228767.1,XP_002018431.1,XP_001361227.1,XP_016973587.1,XP_002033172.2,XP_020803238.1,XP_016026760.1,XP_016927480.1,XP_017012487.1,XP_002048855.1,XP_002062936.1,XP_002089876.2
OG0011082,XP_001960881.1,XP_017867676.1,XP_016968019.1,XP_017097489.1,XP_017836091.1,XP_017115381.1,XP_001975388.1,XP_017078635.1,XP_017044593.1,XP_001987795.1,XP_023172743.2,XP_017024394.1,NP_523760.1,XP_017145609.1,XP_002005113.1,XP_017959903.1,XP_030564789.1,XP_022227140.1,XP_002016002.1,XP_001360476.1,XP_016969957.1,XP_002034096.1,XP_020806105.1,XP_002081742.1,XP_016929125.1,XP_017014874.1,XP_002050217.1,XP_002063347.1,XP_002092245.1
OG0011083,XP_001960905.1,XP_017867525.1,XP_016968361.1,XP_017097439.1,XP_017836167.1,XP_017115449.1,XP_026836550.1,XP_017079259.1,XP_017044449.1,XP_001987440.1,XP_023179491.2,XP_017024852.1,NP_611121.1,XP_017146877.1,XP_002004419.1,XP_017960640.1,XP_030560613.1,XP_022222049.1,XP_002015978.2,XP_001360456.1,XP_016969945.1,XP_002034122.1,XP_020804939.1,XP_002081765.1,XP_016930458.1,XP_017014959.1,XP_002059883.1,XP_002063013.1,XP_002092218.1
OG0011085,XP_001960937.3,XP_017864794.1,XP_016946629.1,XP_017097406.1,XP_017836317.1,XP_017124407.1,XP_001976599.3,XP_017070132.1,XP_017061771.1,XP_001985784.1,XP_023163325.2,XP_017016860.1,NP_611912.1,XP_017150811.1,XP_002005747.1,XP_017958704.1,XP_030554486.1,XP_022231669.1,XP_002026354.1,XP_001361981.2,XP_016972127.1,XP_002043058.1,XP_020800854.1,XP_002082962.2,XP_016928100.1,XP_017000659.1,XP_002049469.2,XP_002062880.2,XP_002092820.2
OG0011086,XP_001960939.1,XP_017868598.1,XP_016947802.1,XP_017097562.1,XP_017838176.1,XP_017125377.1,XP_001976601.1,XP_017070509.1,XP_017062005.1,XP_001985788.1,XP_023163333.1,XP_017016861.1,NP_611914.1,XP_017150519.1,XP_002005752.1,XP_017962435.1,XP_030554182.1,XP_022231668.1,XP_002026351.1,XP_001361979.1,XP_016972379.1,XP_002043060.1,XP_020800678.1,XP_002082965.1,XP_016930351.1,XP_017000713.1,XP_002049475.2,XP_002062877.1,XP_002092822.1
OG0011087,XP_001960963.1,XP_017868447.1,XP_016947317.1,XP_017097516.1,XP_017836102.1,XP_017125135.1,XP_001976625.2,XP_017070360.1,XP_017061841.1,XP_032590175.1,XP_023177734.1,XP_017027659.1,NP_611933.1,XP_017147524.1,XP_002005257.2,XP_017961752.1,XP_030557277.1,XP_022222720.1,XP_026841479.1,XP_001361850.4,XP_016972406.1,XP_002043082.1,XP_020815675.1,XP_016029483.1,XP_016929459.1,XP_017015321.1,XP_002050367.1,XP_002061654.1,XP_002092847.2
OG0011088,XP_001960990.1,XP_017868700.1,XP_016957308.1,XP_017097522.1,XP_017837499.1,XP_017133344.1,XP_001970552.1,XP_017078214.1,XP_017061349.1,XP_001986331.1,XP_023171488.2,XP_017025246.1,NP_610333.1,XP_017148406.1,XP_002004209.1,XP_017962260.1,XP_030560532.1,XP_022229410.1,XP_002016657.1,XP_001361470.1,XP_016990493.1,XP_002032829.1,XP_020806693.1,XP_002080508.2,XP_016942972.1,XP_016993692.1,XP_002059928.3,XP_002063555.1,XP_002089546.1
OG0011089,XP_001960991.1,XP_017868701.1,XP_016957318.1,XP_017097523.1,XP_017837508.1,XP_017133335.1,XP_001970551.1,XP_017077781.1,XP_017061362.1,XP_001986334.2,XP_023171499.1,XP_017025093.1,NP_724625.1,XP_017146076.1,XP_002004210.1,XP_017962262.1,XP_030560305.1,XP_022229389.1,XP_002016659.2,XP_002138730.1,XP_016990505.1,XP_002032830.1,XP_020806802.1,XP_016026401.1,XP_016942973.1,XP_016993705.1,XP_002059929.2,XP_002063556.1,XP_002089547.1
OG0011090,XP_001961008.1,XP_017864859.1,XP_016957157.1,XP_017097404.1,XP_017837032.1,XP_017128779.1,XP_001970534.1,XP_017073014.1,XP_017061519.1,XP_032590934.1,XP_023177854.1,XP_017025040.1,NP_523657.1,XP_017150780.1,XP_032586275.1,XP_017960796.1,XP_030561364.1,XP_022232720.1,XP_002016238.1,XP_001360658.3,XP_016971500.1,XP_002032847.2,XP_020806805.1,XP_002080529.2,XP_016943081.1,XP_016993679.1,XP_002050379.1,XP_002063100.1,XP_002089563.1
OG0011091,XP_001961010.1,XP_017866821.1,XP_016957794.1,XP_017097532.1,XP_017839043.1,XP_017128844.1,XP_001970532.1,XP_017073017.1,XP_017061277.1,XP_001987391.1,XP_023177811.1,XP_017025001.1,NP_477052.2,XP_017149701.1,XP_002005271.1,XP_017962145.1,XP_030556350.1,XP_022232718.1,XP_002016240.1,XP_001360660.1,XP_016971451.1,XP_032570840.1,XP_020806710.1,XP_002076223.1,XP_016942998.1,XP_016993742.1,XP_002050382.1,XP_002063103.1,XP_002089565.1
OG0011092,XP_001961047.1,XP_017867381.1,XP_016958286.1,XP_017087774.1,XP_017836760.1,XP_017132840.1,XP_001970618.1,XP_017078793.1,XP_017049711.1,XP_001987718.1,XP_023177822.1,XP_017019924.1,NP_610288.1,XP_017145777.1,XP_002005288.1,XP_017960214.1,XP_030558146.1,XP_022231010.1,XP_002027185.1,XP_001361404.2,XP_016984841.1,XP_002032756.1,XP_020803309.1,XP_016026309.1,XP_016940436.1,XP_017001838.1,XP_002050685.1,XP_002062846.1,XP_002089480.2
